#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Deporte,,,1T,2018-02-02,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83109 MATERIAL DEPORTES,386.56,
Deporte,,,1T,2018-02-02,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83107 SUMINISTRO MATERIAL DEPORTES,143.6,
Deporte,,,1T,2018-02-02,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83102 SUMINISTRO MATERIAL DEPORTES,304.01,
Deporte,,,1T,2018-02-02,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83100 SUMINISTRO MATERIAL DEPORTES,520.64,
Deporte,,,1T,2018-02-02,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83097 SUMINISTRO MATERIAL DEPORTES,255.55,
Deporte,,,1T,2018-02-02,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83096 SUMINISTRO MATERIAL DEPORTES,713.9,
Deporte,,,1T,2018-02-02,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83105 SUMINISTRO MATERIAL DEPORTES,34.09,
Deporte,,,1T,2018-02-07,,CRISTALERÍAS TORRELODONES SA,,FACTURA SEDE 134 MATERIAL PARA POLIDEPORTIVO,100.62,
Deporte,,,1T,2018-02-16,,"JARDINERÍA FONSECA, S.A.",,FACTURA 2018/453 MATERIAL PARA DEPORTES,10.9,
Deporte,,,1T,2018-02-16,,GARCILUX SUMINISTROS ELÉCTRICOS SL,,FACTURA 00000113 SUMINISTRO MATERIAL PARA POLIDEPORTIVO,118.64,
Deporte,,,1T,2018-02-16,,"CEMENTO Y CERÁMICA, S.A.",,FACTURA FV18-02538 SUMINISTRO MATERIAL OBRAS PARA POLIDEPORTIVO,352.11,
Deporte,,,1T,2018-02-26,,GARCILUX SUMINISTROS ELÉCTRICOS SL,,FACTURA 00000177 SUMINISTRO MATERIAL PARA DEPORTES,530.8,
Deporte,,,1T,2018-03-06,,CRISTALERÍAS TORRELODONES SA,,FACTURA SEDE 308 MATERIAL POLIDEPORTIVO,159.85,
Deporte,,,1T,2018-03-13,,AEMA SPORTING GOODS SL,,FACTURA 12926 SUMINISTRO DE ACCESORIOS DE TRX,272.27,
Deporte,,,1T,2018-03-13,,"JARDINERÍA FONSECA, S.A.",,FACTURA 2018/915 CORTA RAMAS YUNQUE PARA DEPORTES,71.84,
Deporte,,,1T,2018-03-26,,MOYPE SPORT S.A.,,FACTURA SEDE 282 UNIDAD DE RED DE VOLEYBOL,199.89,
Deporte,,,1T,2018-03-26,,DEPORTES DANIEL BRAVO S.L.,,FACTURA 18000076 SUMINISTRO CAMISETAS PARA PEDESTRE POPULAR,1911.8,
Deporte,,,1T,2018-03-26,,DEPORTES DANIEL BRAVO S.L.,,FACTURA 18000075 TROFEOS PARA PEDESTRE POPULAR,813.12,
Deporte,,,1T,2018-03-26,,KAISER KRAFT SA,,FACTURA 0653861 SOPORTE CON RUEDAS Y TABLÓN DE ANUNCIOS,483.64,
Deporte,,,1T,2018-02-07,,"RUCER BUS, S.L.",,FACTURA 18/19CONCEPTO TRASLADOS EQUIPOS DEPORTIVOS,1262.8,
Deporte,,,1T,2018-03-26,,"RUCER BUS, S.L.",,FACTURA 18/47 TRASLADO DE EQUIPOS CONCEJALÍA DEPORTES,1972.3,
Deporte,,,1T,2018-03-13,,"REPROGRAFÍA ZOCO 16, S.L.",,FACTURA 22094 CONCEPTO COPIAS POLIDEPORTIVO,61.11,
Deporte,,,1T,2018-01-22,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA SEDE 2 LIMPIEZA EDIFICIOS MES DICIEMBRE,5246.09,
Deporte,,,1T,2018-02-07,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA SEDE 8 LIMPIEZA EDIFICIOS MES ENERO,5246.09,
Deporte,,,1T,2018-03-08,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA SEDE 14 LIMPIEZA EDIF MUNICIPALES MES FEBRERO,5246.09,
Deporte,,,1T,2018-01-23,,AGRUPACIÓN DEPORTIVA TORRELODONES,,FACTURA BT-18-0003 TORRE 9 COMPROMISO: ZAPATILLA SOLIDARIA,2300,
Deporte,,,1T,2018-02-07,,TORRELODONES CLUB DE FÚTBOL,,FACTURA 1/18 CONCEPTO TORNEO DE NAVIDAD Y REYES,1800,
Deporte,,,1T,2018-03-13,,AGRUPACIÓN DEPORTIVA TORRELODONES,,FACTURA BT-18-0013 CONCEPTO TORRE BABY BASKET,2130,
Deporte,,,1T,2018-03-13,,AGRUPACIÓN DEPORTIVA TORRELODONES,,FACTURA BT-18-0012 CONCEPTO TORRE: GALLETA SOLIDARIA,1800,
Deporte,,,1T,2018-01-01,,TORRELODONES CLUB DE FÚTBOL SALA,,FACTURA 11-2.017 CLASES IMPARTIDAS A LA ESCUELA DE FÚTBOL SALA MES NOVIEMBRE,1677,
Deporte,,,1T,2018-01-01,,TORRELODONES CLUB DE FÚTBOL SALA,,FACTURA 12-2.017 CLASES IMPARTIDAS A LA ESCUELA FÚTBOL SALA MES DICIEMBRE,1677,
Deporte,,,1T,2018-01-01,,TORRELODONES CLUB DE FÚTBOL,,"FACTURA 10/17 CLASES IMPARTIDAS EN LA ESCUELA DE FÚTBOL (ALEVÍN, INFANTIL Y CADETE) MES NOVIEMBRE",2297.6,
Deporte,,,1T,2018-01-15,,TORRELODONES CLUB DE FÚTBOL,,FACTURA 11/17 CLASES IMPARTIDAS EN LA ESCUELA MUNICIPAL DE FÚTBOL MES DICIEMBRE,2297.6,
Deporte,,,1T,2018-01-22,,AFADIS.UCM,,FACTURA 2017/1/76 INTEGRACIÓN LABORAL TRABAJADOR *** POLIDEPORTIVO MES DICIEMBRE,681.68,
Deporte,,,1T,2018-01-23,,DU CROSS EVENTS ALFONSO GALLEGO,,FACTURA A-122 CRONOMETRAJE Y SEGURO V SAN SILVESTRE TORRESANA,1022.45,
Deporte,,,1T,2018-02-07,,TORRELODONES CLUB DE FÚTBOL,,"FACTURA 2/18 CLASES IMPARTIDAS EN LA ESCUELA MUNICIPAL DE FÚTBOL (ALEVÍN, INFANTIL Y CADETE) MES ENERO",2297.6,
Deporte,,,1T,2018-02-16,,SPORTMADNESS SL,,FACTURA SEDE 6 MONITOR DE AERÓBIC ENERO 2018,1317.16,
Deporte,,,1T,2018-02-16,,SIMA DEPORTE Y OCIO SL,,FACTURA SEDE 36 CONCESIÓN PISCINA CUBIERTA MES ENERO,5387.14,
Deporte,,,1T,2018-02-16,,AGRUPACIÓN DEPORTIVA TORRELODONES,,FACTURA BT-18-0006 ESCUELA BALONCESTO MES ENERO,2166.66,
Deporte,,,1T,2018-02-16,,AFADIS.UCM,,FACTURA 2018/1/4 INTEGRACION LABORAL TRABAJADOR *** EN POLIDEPORTIVO MES ENERO,681.68,
Deporte,,,1T,2018-02-23,,CULTURAL ACTEX SL,,FACTURA SEDE 011 CONTRATACIÓN TAQUILLERO MES DE DICIEMBRE 2017,2887.08,
Deporte,,,1T,2018-02-26,,TORRELODONES CLUB DE FÚTBOL SALA,,FACTURA 1-2018 CONCEPTO CLASES ESCUELA DE FÚTBOL SALA ENERO 2018,1677,
Deporte,,,1T,2018-03-02,,"TELJU FITNESS, S.L.",,FACTURA 0073 REPARACION MAQUINARIA SALA FITNESS,166.59,
Deporte,,,1T,2018-03-02,,SPORTMADNESS SL,,FACTURA SEDE 27 MONITOR DE AERÓBIC FEBRERO 2018,1197.42,
Deporte,,,1T,2018-03-13,,SIMA DEPORTE Y OCIO SL,,FACTURA SEDE 79 CONCESION ADMINISTRATIVA PISCINA CUBIERTA MES FEBRERO,5387.14,
Deporte,,,1T,2018-03-13,,TORRELODONES CLUB DE FÚTBOL,,FACTURA 4/18 CONCEPTO IMPARTICIÓN CLASES FÚTBOL MUNICIPAL,2297.6,
Deporte,,,1T,2018-03-13,,AGRUPACIÓN DEPORTIVA TORRELODONES,,FACTURA BT-18-0014 CONCEPTO ESCUELA BALONCESTO FEBRERO,2166.66,
Deporte,,,1T,2018-03-13,,C.D.E.P. PUNTO DE PARTIDO,,FACTURA 01/2018 CLASES DE TENIS DEL 17 DE ENERO AL 28 DE FEBRERO,2756.99,
Deporte,,,1T,2018-03-13,,AFADIS.UCM,,FACTURA SEDE 29 TRABAJADOR *** EN POLIDEPORTIVO MES DE FEBERO,681.68,
Deporte,,,1T,2018-03-13,,TORRELODONES CLUB DE FÚTBOL SALA,,FACTURA 2-2.018 CLASES IMPARTIDAS A LA ESCUELA DE FÚTBOL SALA MES FEBRERO,1677,
Deporte,,,1T,2018-03-21,,CULMIN INNOVACIÓN Y SOLUCIONES SL,,"FACTURA SEDE 201802012 CRONOMETRAJE, CHIP, ARCO DE META, DORSALES Y CLASIFICACIONES DE LA XXXII PEDESTRE POPULAR",912.98,
Deporte,,,1T,2018-03-22,,CULTURAL ACTEX SL,,"FACTURA SEDE 075 IMPORTE 2.887,08 CONTRATACIÓN TAQUILLERO MES DE FEBRERO 2018",2887.08,
Deporte,,,1T,2018-03-26,,AMBULANCIAS Y QUIRÓFANOS SL,,"FACTURA 2018/0035 UNA UVI CON TÉCNICO, MÉDICO Y ENFERMERO EVENTO PEDESTRE",450,
Deporte,,,1T,2018-03-26,,AMBULANCIAS Y QUIRÓFANOS SL,,"FACTURA 2018/0034 UNA UVI CON TÉCNICO, MÉDICO Y ENFERMERO EVENTO CARRERA POPULAR",450,
Deporte,,,2T,2018-04-10,,FITNESS PROJET SL,,FACTURA SEDE 808  ALQUILER MATERIAL PARA BONO DEPORTE MES DE MARZO,966.61,
Deporte,,,2T,2018-04-19,,GESTIÓN DE RESIDUOS PAZ SL,,FACTURA 18/169  ALQUILER CONTENEDOR,143,
Deporte,,,2T,2018-04-19,,"SERKONTEN, S.A.",,FACTURA 78F134513  SERVICIO MOPA MESDI MES DE MARZO,64.86,
Deporte,,,2T,2018-05-15,,"SERKONTEN, S.A.",,FACTURA 89F006916  SERVICIO MOPA MESDI MES DE ABRIL,64.86,
Deporte,,,2T,2018-05-15,,GESTIÓN DE RESIDUOS PAZ SL,,FACTURA 18/246  CONCEPTO SUMINISTRO CONTEDOR GRANDE,143,
Deporte,,,2T,2018-05-15,,FITNESS PROJET SL,,"FACTURA SEDE 856 CONCEPTO ALQUILER MÁQUINAS DEPORTIVAS (BICICLETAS, REMOS)",966.61,
Deporte,,,2T,2018-06-14,,"SERKONTEN, S.A.",,FACTURA 89F019408  SERVICIO MOPA MESDI MES DE MAYO,64.86,
Deporte,,,2T,2018-06-14,,FITNESS PROJET SL,,FACTURA SEDE 918  ALQUILER MAQUINARIA DEPORTES,966.61,
Deporte,,,2T,2018-06-19,,GESTIÓN DE RESIDUOS PAZ SL,,FACTURA 18/329  ALQUILER CONTENEDOR GRANDE,143,
Deporte,,,2T,2018-06-19,,M.C.J.A.,,REPOSICIÓN ACF BANCO DEPORTES. REPOSICIÓN NÚMERO 1,159.72,
Deporte,,,2T,2018-04-13,,"ELECNOR, S.A",,FACTURA SEDE 1628037000 MANTENIMIENTO EDIFICIOS MUNICIPALES MES DE MARZO,1745.17,
Deporte,,,2T,2018-06-22,,"ELECNOR, S.A",,FACTURA SEDE 1628070200 MANTENIMIENTO EDIFICIOS MUNICIPALES MES DE MAYO,1745.17,
Deporte,,,2T,2018-06-25,,"ELECNOR, S.A",,FACTURA SEDE 1628055500 MANTENIMIENTO EDIFICIOS MUNICIPALES MES DE ABRIL,1745.17,
Deporte,,,2T,2018-05-09,,T-INNOVA INGENIERÍA APLICADA SA,,FACTURA  SEDE 20180921  MANTENIMIENTO DEPORWIN 01/01/18 A 31/03/18,525.92,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321252363483 CONTRATO 19481278 PERIODO 21/11/2017 - 18/12/2017 CUPS ES0021000005695597HN EDIF MUNICIPAL,2282.91,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321251983009 CONTRATO 19481278 PERIODO 15/08/2017 - 19/09/2017 CUPS ES0021000005695597HN EDIF MUNICIPAL,1443.09,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321251983007  CONTRATO 19481272 PERIODO 15/08/2017 - 19/09/2017  CUPS ES0021000005695594HD EDIF MUNICIP,3157.76,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321251983006 CONTRATO 19481260 PERIODO 04/08/2017 - 11/10/2017  CUPS ES0021000005694393NG EDIF MUNICIPA,156.42,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321252363481 CONTRATO 19481272 PERIODO 20/10/2017 - 20/11/2017 CUPS ES0021000005695594HD EDIF MUNICIPAL,4898.73,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321251983083 CONTRATO 19480666 PERIODO 02/08/2017 - 04/10/2017 CUPS ES0021000018949182LP EDIF MUNICIPAL,270.97,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321252363482 CONTRATO 19481278 PERIODO 20/10/2017 - 20/11/2017 CUPS ES0021000005695597HN EDIF MUNICIPAL,1794.41,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321251983010  CONTRATO 19481278 PERIODO 20/09/2017 - 19/10/2017  CUPS ES0021000005695597HN EDIF MUNICIP,1321.85,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321251983008 CONTRATO 19481272 PERIODO 20/09/2017 - 19/10/2017  CUPS ES0021000005695594HD EDIF MUNICIPA,4991.89,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321251983276 CONTRATO 19480367 PERIODO  05/08/2017 - 11/10/2017 CUPS ES0021000005698231HR EDIF MUNICIPA,1232.37,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321251983273  CONTRATO 19480330  PERIODO 01/08/2017 - 28/09/2017  CUPS ES0021000005699306HH EDIF MUNICI,1574.68,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321252656772  CONTRATO 19480330 PERIODO 29/09/2017 - 29/11/2017 CUPS ES0021000005699306HH EDIF MUNICIPA,3062.45,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321252656773 CONTRATO 19480367  PERIODO 12/10/2017 - 07/12/2017 CUPS ES0021000005698231HR EDIF MUNICIPA,114.26,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321252656847 CONTRATO 19480666 PERIODO 05/10/2017 - 05/12/2017  CUPS ES0021000018949182LP EDIF MUNICIPA,98.51,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE17321252656794 CONTRATO 19481260 PERIODO 12/10/2017 - 29/11/2017 CUPS ES0021000005694393NG EDIF MUNICIPAL,111.07,
Deporte,,,2T,2018-04-27,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321254878106 CONTRATO 19481278  PERIODO 19/12/2017 A 19/01/2018  CUPS ES0021000005695597HN EDIF MUNICIP,2646.68,
Deporte,,,2T,2018-06-28,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE RE18326000187398 CONTRATO 19481278 PERIODO 19/11/2015 A 16/12/2015  CUPS ES0021000005695597HN EDIF MUNICIPA,2366.91,
Deporte,,,2T,2018-04-03,,"REQUES E HIJOS, S.L.",,FACTURA SEDE 000065 SUMINISTRO GAS POLIDEPORTIVO - PISCINA,6064,
Deporte,,,2T,2018-04-03,,"REQUES E HIJOS, S.L.",,FACTURA SEDE 000089  GAS SUMINISTRO: POLIDEPORTIVO - PISCINA,5712,
Deporte,,,2T,2018-04-05,,"SANTAMARÍA PUENTE, GONZALO",,GASTO A JUSTIFICAR COMBUSTIBLE VEHÍCULOS DISTINTOS DEPARTAMENTOS,500,
Deporte,,,2T,2018-04-09,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001516376  CONTRATO 30005631 PERIODO 10/01/18 A 06/03/18 CL JOAQUÍN RUIZ JIMÉNEZ,1132.25,
Deporte,,,2T,2018-04-09,,GALP ENERGÍA ESPAÑA SAU,,FACTURA SEDE GE18010001516704 CONTRATO 10743701 PERIODO 12/02/18 A 09/03/18 INSTITUTO,377.7,
Deporte,,,2T,2018-04-18,,"REQUES E HIJOS, S.L.",,FACTURA SEDE 000155 GAS SUMINISTRO: POLIDEPORTIVO - PISCINA,4488,
Deporte,,,2T,2018-05-22,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001519842 CONTRATO 10743701 PERIODO 09/03/18 A 05/04/18 INSTITUTO,222.75,
Deporte,,,2T,2018-05-22,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001520009 CONTRATO 30007701 PERIODO 22/03/18 A 05/04/18 CL JOSE MARÍA UNCETA 4-6,1212.01,
Deporte,,,2T,2018-05-22,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001520141 CONTRATO 30007702 PERIODO 22/03/18 A 05/04/18 CL JOSE MARÍA UNCETA 4-6,700.61,
Deporte,,,2T,2018-05-22,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001520828 CONTRATO 30007700 PERIODO 22/03/18 A 13/04/18 CL JOSE MARÍA UNCETA 4--6,74.64,
Deporte,,,2T,2018-05-22,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001520477  CONTRATO 30007702 PERIODO 05/04/18 A 23/04/18 CL JOSE MARÍA UNCETA 4-6,2748.04,
Deporte,,,2T,2018-05-22,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001520669 CONTRATO 30007700 PERIODO 13/04/18 A 23/04/18 CL JOSE MARÍA UNCETA 4-6,1984.9,
Deporte,,,2T,2018-05-31,,"REQUES E HIJOS, S.L.",,FACTURA SEDE 000167 GAS SUMINISTRO:  POLIDEPORTIVO - PISCINA,3790,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001522940 CONTRATO 30005631 PERIODO 06/03/18 A 07/05/18 Pº JOAQUÍN RUIZ JIMÉNEZ,1091.42,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001523147 CONTRATO 10743701  PERIODO 05/04/18 A 08/05/18 INSTITUTO,88.32,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA POR LA SEDE GE18010001523155 CONTRATO 30007901 PERIODO 23/04/18 A 23/04/18 CL JOSE MARÍA UNCETA 4-6,728.08,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001523156 CONTRATO 30007902 PERIODO 23/04/18 A 23/04/18 PZA JOSE MARÍA UNCETA 4-6,728.08,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA SEDE GE18010001523707 CONTRATO 30007700 PERIODO 23/04/18 A 24/04/18 CL JOSE MARÍA  UNCETA 4-6,3.22,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001523708 CONTRATO 30007701 PERIODO 23/04/18 A 24/04/18 PZA JOSE MARÍA UNCETA 4-6,3.22,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001523709 CONTRATO 30007702 PERIODO 23/04/18 A 24/04/18 PZA JOSE MARÍA UNCETA 4-6,3.22,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA  SEDE GE18010001524551 CONTRATO 30007901 PERIODO 23/04/18 A 08/05/18 PZA JOSE MARÍA UNCETA 4-6,431.67,
Deporte,,,2T,2018-06-19,,GALP ENERGÍA ESPAÑA SAU,,FACTURA SEDE GE18010001524552 CONTRATO 30007902 PERIODO 23/04/18 A 08/05/18 PZA JOSE MARÍA UNCETA 4-6,1785.14,
Deporte,,,2T,2018-04-02,,DEPORTES DANIEL BRAVO S.L.,,FACTURA 18000080  VESTUARIO PERSONAL DEPORTES,1157.97,
Deporte,,,2T,2018-04-10,,CRISTALERÍAS TORRELODONES SA,,FACTURA SEDE 509  MATERIAL POLIDEPORTIVO,271.98,
Deporte,,,2T,2018-04-17,,VELASCO GONZÁLEZ EPIFANIO,,FACTURA 5.081 OBRAS POLIDEPORTIVO,1262.03,
Deporte,,,2T,2018-04-19,,"MAGENTA IDEAS GRÁFICAS, SL",,FACTURA  SEDE 222 ROLLER CON ANAGRAMA DEL AYTO PARA COMPETICIONES,195.17,
Deporte,,,2T,2018-04-19,,"TELJU FITNESS, S.L.",,FACTURA 0212  MATERIAL DEPORTES,588.3,
Deporte,,,2T,2018-05-09,,CRISTALERÍAS TORRELODONES SA,,FACTURA SEDE 671 SUMINISTROS POLIDEPORTIVO,75.62,
Deporte,,,2T,2018-05-09,,MOYPE SPORT S.A.,,FACTURA 462  UNIDAD DE POSTE FLEXIBLE,120.52,
Deporte,,,2T,2018-05-15,,VIVEROS RUCAT SL,,FACTURA 18180569/1  MATERIAL JARDINERÍA PARA POLIDEPORTIVO,129.95,
Deporte,,,2T,2018-05-15,,CRISTALERÍAS TORRELODONES SA,,FACTURA SEDE 730  SUMINISTROS POLIDEPORTIVO,248.51,
Deporte,,,2T,2018-05-15,,"CEMENTO Y CERÁMICA, S.A.",,FACTURA FV18-12460 CONCEPTO SUMINISTROS VARIOS,2686.78,
Deporte,,,2T,2018-05-25,,"FERRETERÍA ROSIHERPA, S.L.",,FACTURA SEDE 2171  MATERIAL DEPORTES,139.9,
Deporte,,,2T,2018-05-29,,VELASCO GONZÁLEZ EPIFANIO,,FACTURA 5103  CONCEPTO REJILLA DEPORTES,84.7,
Deporte,,,2T,2018-05-29,,MOYPE SPORT S.A.,,FACTURA POR LA SEDE 516  SUMINISTRO SACOS DE TIERRA BATIDA,1974.72,
Deporte,,,2T,2018-05-29,,"SERMAN-PRO, S.L.",,FACTURA POR LA SEDE 00026996  CONCEPTO SUMINISTRO ALTAVOCES DEPORTES,868.18,
Deporte,,,2T,2018-06-05,,MOYPE SPORT S.A.,,FACTURA  SEDE 559  TABLERO DE BALONCESTO,750.44,
Deporte,,,2T,2018-06-11,,VIVEROS RUCAT SL,,FACTURA 18180965/1  COMPRAS JARDINERÍA,332.2,
Deporte,,,2T,2018-06-14,,CRISTALERÍAS TORRELODONES SA,,FACTURA SEDE 920  MATERIAL POLIDEPORTIVO,101.84,
Deporte,,,2T,2018-06-19,,"CEMENTO Y CERÁMICA, S.A.",,FACTURA FV18-17744 SUMINISTRO MATERIAL OBRAS,673.16,
Deporte,,,2T,2018-06-19,,M.C.J.A.,,REPOSICION ACF BANCO DEPORTES. REPOSICIÓN NÚMERO 1,510.8,
Deporte,,,2T,2018-06-21,,"JARDINERÍA FONSECA, S.A.",,FACTURA 2018/3542   SUMINISTRO MATERIAL DEPORTES,96.87,
Deporte,,,2T,2018-06-21,,"JARDINERÍA FONSECA, S.A.",,FACTURA 2018/3543  REPARACIÓN MAQUINARÍA DEPORTES,138.05,
Deporte,,,2T,2018-06-22,,"MAGENTA IDEAS GRÁFICAS, SL",,FACTURA  SEDE 405  SUMINISTRO MATERIALES DE IMPRENTA FÚTBOL FEMENINO,177.51,
Deporte,,,2T,2018-04-19,,"RUCER BUS, S.L.",,FACTURA 18/83  TRASLADO EQUIPOS,1837,
Deporte,,,2T,2018-05-22,,"RUCER BUS, S.L.",,FACTURA 18/127  CONCEPTO SERVICIOS TRANSPORTE DEPORTES,1463,
Deporte,,,2T,2018-05-22,,"RUCER BUS, S.L.",,FACTURA 18/126  CONCEPTO SERVICIO TRANSPORTE DEPORTES,2621.3,
Deporte,,,2T,2018-06-22,,SIERRA BUS SL,,FACTURA 18/2017  CONCEPTO VIAJE TORRELODONES-UCERO,527.1,
Deporte,,,2T,2018-04-10,,"REPROGRAFÍA ZOCO 16, S.L.",,FACTURA 22203  COPIAS PARA POLIDEPORTIVO,189.74,
Deporte,,,2T,2018-05-15,,"REPROGRAFÍA ZOCO 16, S.L.",,FACTURA 22318  COPIAS PARA POLIDEPORTIVO,264.16,
Deporte,,,2T,2018-06-11,,"REPROGRAFÍA ZOCO 16, S.L.",,FACTURA 22421  COPIAS PARA POLIDEPORTIVO,52.25,
Deporte,,,2T,2018-06-19,,M.C.J.A.,,REPOSICIÓN ACF BANCO DEPORTES. REPOSICIÓN NÚMERO 1,352.11,
Deporte,,,2T,2018-04-09,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA  SEDE 22 LIMPIEZA EDIFICIOS MES DE MARZO,5246.09,
Deporte,,,2T,2018-05-09,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA  SEDE 30  LIMPIEZA EDIFICIOS MES DE ABRIL,5246.09,
Deporte,,,2T,2018-06-11,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA  SEDE 37  LIMPIEZA EDIFICIOS MES DE MAYO,5246.09,
Deporte,,,2T,2018-04-02,,FEDERACIÓN DE BALONCESTO DE MADRID,,FACTURA 30  WOMEN`S MARCH MADNES JORNADAS DEL 9 AL 22 DE MARZO,5300,
Deporte,,,2T,2018-05-15,,AGRUPACIÓN DEPORTIVA TORRELODONES,,FACTURA BT-18-0025  CONCEPTO PLAYBASKET EXPERIENCE,4000,
Deporte,,,2T,2018-05-15,,FEDERACIÓN DE BALONCESTO DE MADRID,,FACTURA 52 CONCEPTO CANON FEDERACIÓN FINAL JUNIO FEMENINA PREFERENTE,2000,
Deporte,,,2T,2018-05-15,,FEDERACIÓN DE BALONCESTO DE MADRID,,FACTURA 51 CONCEPTO CANON FEDERACIÓN FINAL JUNIOR MASCULINO,4000,
Deporte,,,2T,2018-05-29,,ESCUELA DEFENSA PERSONAL MAJADAHONDA,,FACTURA 7/2018  CONCEPTO ACTIVIDAD DEFENSA PERSONAL FEMENINA,1500,
Deporte,,,2T,2018-06-19,,M.C.J.A.,,REPOSICIÓN ACF BANCO DEPORTES. REPOSICIÓN NÚMERO 1,173,
Deporte,,,2T,2018-04-10,,SPORTMADNESS SL,,FACTURA SEDE 44/18  MONITOR DE AERÓBIC MES DE MARZO,1496.77,
Deporte,,,2T,2018-04-10,,SIMA DEPORTE Y OCIO SL,,FACTURA SEDE 128  GESTIÓN PISCINA CUBIERTA MES DE MARZO,5387.14,
Deporte,,,2T,2018-04-10,,AGRUPACIÓN DEPORTIVA TORRELODONES,,FACTURA BT-18-0018 ESCUELA BALONCESTO MES MARZO,2166.66,
Deporte,,,2T,2018-04-10,,C.D.E.P. PUNTO DE PARTIDO,,FACTURA 02/2018  CLASES DE TENIS MES DE MARZO,1706.72,
Deporte,,,2T,2018-04-13,,SERVICIO TÉCNICO LIMPIEZAS INDUSTRIALES MIGUEL ARIAS SL,,FACTURA 1432 TRABAJOS LIMPIEZA DE ALCANTARILLADO PÚBLICO POLIDEPORTIVO,393.89,
